time,yaw_master,Roll_master,Pitch_master,yaw_slave,Roll_slave,Pitch_slave,yaw_diff,Roll_diff,Pitch_diff,speed,limit_angle,limit_time
128094,359.01,-1.31,-1.82,0.63,0.98,2.28,1.62,2.29,4.10,0.00,80.00,3.00
128123,358.88,-1.31,-1.83,0.74,0.98,2.41,1.86,2.29,4.25,0.00,80.00,3.00
128152,358.88,-1.31,-1.84,0.76,0.99,2.47,1.89,2.30,4.31,0.00,80.00,3.00
128181,358.86,-1.31,-1.85,0.78,0.99,2.38,1.92,2.29,4.23,0.00,80.00,3.00
128211,358.86,-1.31,-1.85,0.76,0.95,2.37,1.90,2.25,4.22,0.00,80.00,3.00
128243,358.81,-1.30,-1.86,0.74,0.94,2.45,1.94,2.24,4.31,0.00,80.00,3.00
128272,358.80,-1.30,-1.85,0.62,0.93,2.37,1.82,2.23,4.22,0.00,80.00,3.00
128301,358.80,-1.30,-1.86,0.52,0.87,2.33,1.72,2.17,4.20,0.00,80.00,3.00
128330,358.79,-1.30,-1.86,0.58,0.87,2.31,1.79,2.17,4.18,0.00,80.00,3.00
128359,358.79,-1.30,-1.87,0.58,0.87,2.32,1.79,2.17,4.19,0.00,80.00,3.00
128388,358.78,-1.30,-1.86,0.68,0.81,2.29,1.91,2.11,4.15,0.00,80.00,3.00
128426,358.76,-1.30,-1.86,0.62,0.82,2.35,1.86,2.12,4.21,0.00,80.00,3.00
128458,358.73,-1.30,-1.87,0.73,0.85,2.43,1.99,2.15,4.30,0.00,80.00,3.00
128487,358.73,-1.30,-1.87,0.76,0.90,2.42,2.03,2.20,4.29,0.00,80.00,3.00
128516,358.79,-1.30,-1.88,0.71,0.91,2.47,1.92,2.21,4.34,0.00,80.00,3.00
128545,358.75,-1.30,-1.88,0.67,0.95,2.46,1.92,2.25,4.34,0.00,80.00,3.00
128574,358.79,-1.30,-1.88,0.60,0.98,2.44,1.81,2.28,4.32,0.00,80.00,3.00
128603,358.82,-1.29,-1.88,0.64,1.02,2.39,1.81,2.32,4.27,0.00,80.00,3.00
128633,358.80,-1.30,-1.88,0.59,0.97,2.34,1.79,2.26,4.22,0.00,80.00,3.00
128665,358.83,-1.31,-1.88,0.64,0.95,2.36,1.80,2.26,4.24,0.00,80.00,3.00
128694,358.81,-1.30,-1.89,0.71,0.93,2.31,1.91,2.23,4.20,0.00,80.00,3.00
128723,358.84,-1.30,-1.89,0.77,0.91,2.34,1.92,2.20,4.22,0.00,80.00,3.00
128752,358.86,-1.30,-1.89,0.77,0.89,2.27,1.91,2.19,4.16,0.00,80.00,3.00
128781,358.88,-1.31,-1.89,0.72,0.92,2.27,1.84,2.23,4.16,0.00,80.00,3.00
128810,358.87,-1.31,-1.90,0.66,0.92,2.30,1.79,2.23,4.20,0.00,80.00,3.00
128839,358.85,-1.31,-1.89,0.65,0.88,2.35,1.80,2.19,4.24,0.00,80.00,3.00
128871,358.79,-1.31,-1.90,0.66,0.90,2.31,1.87,2.20,4.21,0.00,80.00,3.00
128901,358.84,-1.31,-1.90,0.72,0.89,2.33,1.89,2.20,4.23,0.00,80.00,3.00
128930,358.83,-1.30,-1.91,0.64,0.85,2.42,1.81,2.16,4.33,0.00,80.00,3.00
128959,358.80,-1.30,-1.91,0.67,0.86,2.45,1.87,2.15,4.35,0.00,80.00,3.00
128988,358.82,-1.31,-1.91,0.74,0.88,2.37,1.92,2.19,4.28,0.00,80.00,3.00
129017,358.77,-1.31,-1.91,0.72,0.90,2.34,1.95,2.20,4.25,0.00,80.00,3.00
129046,358.78,-1.31,-1.91,0.65,0.93,2.33,1.87,2.23,4.25,0.00,80.00,3.00
129087,358.77,-1.31,-1.91,0.59,0.93,2.30,1.83,2.24,4.21,0.00,80.00,3.00
129116,358.78,-1.32,-1.90,0.61,0.93,2.30,1.84,2.25,4.20,0.00,80.00,3.00
129145,358.72,-1.31,-1.89,0.60,0.87,2.27,1.88,2.18,4.16,0.00,80.00,3.00
129174,358.69,-1.30,-1.90,0.54,0.89,2.26,1.85,2.20,4.16,0.00,80.00,3.00
129203,358.70,-1.31,-1.90,0.64,0.94,2.27,1.94,2.25,4.17,0.00,80.00,3.00
129240,358.76,-1.32,-1.90,0.59,0.92,2.24,1.83,2.24,4.14,0.00,80.00,3.00
129269,358.80,-1.31,-1.90,0.63,0.90,2.20,1.83,2.21,4.10,0.00,80.00,3.00
129301,358.78,-1.31,-1.89,0.75,0.94,2.15,1.97,2.26,4.04,0.00,80.00,3.00
129330,358.80,-1.31,-1.89,0.72,0.96,2.13,1.92,2.27,4.02,0.00,80.00,3.00
129360,358.73,-1.30,-1.89,0.83,0.88,2.18,2.09,2.18,4.07,0.00,80.00,3.00
129389,358.80,-1.30,-1.89,0.84,0.87,2.21,2.04,2.18,4.10,0.00,80.00,3.00
129418,358.82,-1.30,-1.89,0.83,0.89,2.22,2.02,2.19,4.11,0.00,80.00,3.00
129447,358.84,-1.29,-1.90,0.77,0.88,2.19,1.93,2.18,4.09,0.00,80.00,3.00
129476,358.86,-1.29,-1.89,0.79,0.86,2.24,1.94,2.15,4.13,0.00,80.00,3.00
129508,358.90,-1.30,-1.90,0.71,0.83,2.32,1.81,2.13,4.22,0.00,80.00,3.00
129537,358.91,-1.31,-1.91,0.63,0.84,2.29,1.73,2.15,4.20,0.00,80.00,3.00
129566,358.92,-1.30,-1.92,0.66,0.79,2.34,1.75,2.09,4.25,0.00,80.00,3.00
129595,358.91,-1.30,-1.92,0.75,0.77,2.38,1.84,2.07,4.29,0.00,80.00,3.00
129624,358.99,-1.31,-1.92,0.74,0.79,2.40,1.75,2.10,4.32,0.00,80.00,3.00
129654,359.00,-1.31,-1.91,0.79,0.78,2.36,1.79,2.09,4.27,0.00,80.00,3.00
129683,359.05,-1.31,-1.91,0.81,0.78,2.37,1.76,2.09,4.28,0.00,80.00,3.00
129715,359.01,-1.31,-1.92,0.83,0.76,2.39,1.82,2.07,4.31,0.00,80.00,3.00
129744,358.93,-1.32,-1.92,0.73,0.79,2.37,1.80,2.11,4.29,0.00,80.00,3.00
129773,358.88,-1.31,-1.92,0.63,0.83,2.39,1.76,2.14,4.31,0.00,80.00,3.00
129802,358.85,-1.31,-1.91,0.61,0.88,2.41,1.77,2.19,4.33,0.00,80.00,3.00
129831,358.75,-1.31,-1.91,0.57,0.91,2.44,1.81,2.22,4.35,0.00,80.00,3.00
129860,358.76,-1.30,-1.91,0.59,0.94,2.39,1.83,2.24,4.30,0.00,80.00,3.00
129889,358.75,-1.31,-1.92,0.58,0.96,2.36,1.83,2.27,4.27,0.00,80.00,3.00
129921,358.75,-1.30,-1.91,0.72,0.93,2.41,1.97,2.22,4.33,0.00,80.00,3.00
129950,358.75,-1.29,-1.92,0.84,0.95,2.36,2.09,2.24,4.27,0.00,80.00,3.00
129979,358.71,-1.29,-1.92,0.88,0.93,2.34,2.17,2.22,4.26,0.00,80.00,3.00
130017,358.68,-1.29,-1.92,0.80,0.92,2.38,2.13,2.21,4.30,0.00,80.00,3.00
130046,358.78,-1.28,-1.92,0.78,0.92,2.39,2.00,2.20,4.31,0.00,80.00,3.00
130075,358.76,-1.28,-1.92,0.73,0.99,2.40,1.97,2.27,4.32,0.00,80.00,3.00
130104,358.77,-1.29,-1.92,0.67,1.00,2.34,1.90,2.28,4.26,0.00,80.00,3.00
130136,358.85,-1.28,-1.92,0.68,0.92,2.34,1.83,2.20,4.26,0.00,80.00,3.00
130165,358.87,-1.28,-1.92,0.76,0.90,2.36,1.90,2.18,4.28,0.00,80.00,3.00
130194,358.84,-1.28,-1.91,0.86,0.93,2.36,2.01,2.22,4.27,0.00,80.00,3.00
130223,358.88,-1.28,-1.91,0.81,0.92,2.41,1.93,2.20,4.31,0.00,80.00,3.00
130253,358.95,-1.27,-1.91,0.78,0.93,2.40,1.83,2.20,4.31,0.00,80.00,3.00
130282,358.97,-1.27,-1.91,0.75,0.92,2.36,1.78,2.19,4.28,0.00,80.00,3.00
130311,359.00,-1.26,-1.91,0.68,0.95,2.37,1.69,2.22,4.27,0.00,80.00,3.00
130343,359.05,-1.26,-1.91,0.65,0.96,2.36,1.61,2.22,4.26,0.00,80.00,3.00
130372,359.09,-1.26,-1.91,0.74,0.96,2.31,1.65,2.22,4.22,0.00,80.00,3.00
130401,359.05,-1.27,-1.91,0.74,0.89,2.35,1.70,2.16,4.26,0.00,80.00,3.00
130430,359.00,-1.27,-1.91,0.84,0.91,2.39,1.84,2.18,4.30,0.00,80.00,3.00
130459,359.06,-1.28,-1.91,0.81,0.95,2.45,1.76,2.23,4.36,0.00,80.00,3.00
130488,359.02,-1.27,-1.91,0.79,0.90,2.39,1.77,2.17,4.31,0.00,80.00,3.00
130517,359.04,-1.27,-1.93,0.71,0.89,2.37,1.67,2.16,4.30,0.00,80.00,3.00
130549,358.95,-1.27,-1.92,0.64,0.93,2.35,1.69,2.20,4.27,0.00,80.00,3.00
130579,358.94,-1.27,-1.93,0.58,0.93,2.22,1.64,2.20,4.14,0.00,80.00,3.00
130608,358.84,-1.28,-1.92,0.62,0.89,2.21,1.78,2.17,4.14,0.00,80.00,3.00
130637,358.84,-1.28,-1.93,0.66,0.98,2.21,1.82,2.26,4.13,0.00,80.00,3.00
130666,358.86,-1.28,-1.92,0.69,1.02,2.22,1.83,2.30,4.14,0.00,80.00,3.00
130695,358.88,-1.27,-1.92,0.82,1.02,2.26,1.94,2.29,4.18,0.00,80.00,3.00
130732,358.86,-1.26,-1.92,0.89,1.01,2.24,2.03,2.27,4.16,0.00,80.00,3.00
130764,358.87,-1.27,-1.92,0.95,1.01,2.28,2.08,2.28,4.20,0.00,80.00,3.00
130793,358.86,-1.27,-1.92,0.93,1.00,2.31,2.08,2.27,4.23,0.00,80.00,3.00
130831,358.82,-1.27,-1.92,0.87,0.92,2.28,2.05,2.19,4.20,0.00,80.00,3.00
130860,358.91,-1.28,-1.92,0.90,0.94,2.29,1.99,2.22,4.21,0.00,80.00,3.00
130889,358.85,-1.27,-1.91,0.76,0.94,2.30,1.91,2.21,4.21,0.00,80.00,3.00
130918,358.80,-1.27,-1.91,0.77,0.92,2.30,1.96,2.19,4.21,0.00,80.00,3.00
130947,358.79,-1.28,-1.91,0.77,0.92,2.33,1.98,2.20,4.23,0.00,80.00,3.00
130979,358.76,-1.28,-1.91,0.83,0.92,2.34,2.07,2.20,4.25,0.00,80.00,3.00
131008,358.78,-1.27,-1.90,0.78,0.92,2.36,2.00,2.19,4.26,0.00,80.00,3.00
131037,358.79,-1.28,-1.89,0.85,0.88,2.33,2.05,2.16,4.23,0.00,80.00,3.00
131066,358.86,-1.29,-1.89,0.89,0.90,2.40,2.03,2.18,4.29,0.00,80.00,3.00
131095,358.89,-1.29,-1.88,0.87,0.88,2.40,1.98,2.17,4.28,0.00,80.00,3.00
131124,358.88,-1.28,-1.88,0.80,0.92,2.33,1.92,2.20,4.21,0.00,80.00,3.00
131153,358.88,-1.28,-1.88,0.87,0.94,2.32,1.99,2.22,4.19,0.00,80.00,3.00
131185,358.89,-1.28,-1.87,0.87,1.01,2.31,1.98,2.29,4.18,0.00,80.00,3.00
131214,358.91,-1.27,-1.88,0.86,1.01,2.28,1.95,2.28,4.16,0.00,80.00,3.00
131243,359.04,-1.26,-1.87,0.79,1.03,2.26,1.74,2.30,4.14,0.00,80.00,3.00
131272,359.04,-1.27,-1.88,0.77,1.04,2.21,1.74,2.30,4.08,0.00,80.00,3.00
131301,359.04,-1.27,-1.87,0.78,1.03,2.22,1.74,2.30,4.10,0.00,80.00,3.00
131330,359.12,-1.27,-1.87,0.78,0.99,2.22,1.67,2.27,4.09,0.00,80.00,3.00
131359,359.09,-1.27,-1.87,0.79,0.91,2.26,1.70,2.19,4.13,0.00,80.00,3.00
131391,359.10,-1.27,-1.87,0.85,0.91,2.31,1.75,2.18,4.19,0.00,80.00,3.00
131420,359.10,-1.28,-1.88,0.87,0.94,2.36,1.77,2.22,4.23,0.00,80.00,3.00
131449,359.12,-1.27,-1.88,0.86,0.99,2.48,1.74,2.26,4.36,0.00,80.00,3.00
131478,359.20,-1.27,-1.87,0.79,0.99,2.49,1.59,2.27,4.36,0.00,80.00,3.00
131507,359.20,-1.28,-1.86,0.79,0.99,2.47,1.60,2.26,4.34,0.00,80.00,3.00
131536,359.12,-1.28,-1.86,0.76,1.00,2.44,1.64,2.28,4.30,0.00,80.00,3.00
131566,359.14,-1.29,-1.85,0.70,1.03,2.39,1.55,2.32,4.24,0.00,80.00,3.00
131606,359.14,-1.28,-1.86,0.71,0.98,2.39,1.57,2.26,4.25,0.00,80.00,3.00
131635,359.08,-1.29,-1.86,0.69,0.94,2.32,1.61,2.23,4.18,0.00,80.00,3.00
131664,359.07,-1.29,-1.85,0.72,0.97,2.29,1.65,2.26,4.14,0.00,80.00,3.00
131693,359.15,-1.29,-1.86,0.77,0.94,2.34,1.62,2.23,4.20,0.00,80.00,3.00
131722,359.10,-1.30,-1.86,0.82,0.95,2.34,1.73,2.24,4.19,0.00,80.00,3.00
131751,359.13,-1.30,-1.85,0.78,0.88,2.34,1.65,2.17,4.19,0.00,80.00,3.00
131780,359.15,-1.29,-1.85,0.83,0.86,2.31,1.68,2.15,4.16,0.00,80.00,3.00
131812,359.04,-1.30,-1.86,0.89,0.84,2.29,1.85,2.14,4.15,0.00,80.00,3.00
131841,359.02,-1.31,-1.87,0.83,0.84,2.33,1.81,2.15,4.20,0.00,80.00,3.00
131870,359.02,-1.30,-1.87,0.69,0.89,2.31,1.67,2.19,4.18,0.00,80.00,3.00
131899,359.08,-1.30,-1.87,0.76,0.94,2.36,1.68,2.24,4.23,0.00,80.00,3.00
131928,359.12,-1.30,-1.87,0.79,0.96,2.39,1.67,2.26,4.25,0.00,80.00,3.00
131957,359.08,-1.29,-1.87,0.78,0.94,2.38,1.70,2.24,4.25,0.00,80.00,3.00
131986,359.12,-1.30,-1.87,0.87,0.95,2.42,1.75,2.24,4.29,0.00,80.00,3.00
132018,359.13,-1.29,-1.87,0.99,0.95,2.46,1.86,2.24,4.32,0.00,80.00,3.00
132047,359.22,-1.30,-1.87,0.99,0.95,2.47,1.77,2.25,4.33,0.00,80.00,3.00
132076,359.27,-1.30,-1.87,1.03,0.94,2.43,1.76,2.24,4.29,0.00,80.00,3.00
132105,359.32,-1.29,-1.87,0.95,0.95,2.40,1.63,2.24,4.26,0.00,80.00,3.00
132134,359.36,-1.29,-1.87,0.92,0.98,2.39,1.55,2.27,4.25,0.00,80.00,3.00
132163,359.41,-1.30,-1.87,0.79,0.99,2.30,1.38,2.28,4.17,0.00,80.00,3.00
132191,359.41,-1.29,-1.87,0.70,0.95,2.34,1.29,2.24,4.21,0.00,80.00,3.00
132229,359.41,-1.29,-1.87,0.81,0.94,2.35,1.40,2.23,4.22,0.00,80.00,3.00
132258,359.41,-1.29,-1.87,0.82,0.97,2.26,1.41,2.26,4.13,0.00,80.00,3.00
132286,359.48,-1.28,-1.87,0.84,0.95,2.22,1.36,2.23,4.09,0.00,80.00,3.00
132315,359.45,-1.28,-1.87,0.80,0.91,2.18,1.35,2.19,4.05,0.00,80.00,3.00
132362,359.41,-1.28,-1.87,0.80,0.91,2.12,1.39,2.19,3.99,0.00,80.00,3.00
132400,359.43,-1.28,-1.88,0.76,0.94,2.07,1.34,2.22,3.94,0.00,80.00,3.00
132535,359.41,-1.29,-1.88,0.68,0.97,2.16,1.27,2.25,4.03,0.00,80.00,3.00
132727,359.36,-1.29,-1.88,0.51,0.97,2.24,1.16,2.25,4.12,0.00,80.00,3.00
132812,359.35,-1.29,-1.89,0.51,0.95,2.25,1.16,2.24,4.15,0.00,80.00,3.00
132841,359.32,-1.28,-1.89,0.57,1.03,2.31,1.25,2.31,4.21,0.00,80.00,3.00
132870,359.35,-1.28,-1.89,0.67,1.03,2.40,1.33,2.30,4.29,0.00,80.00,3.00
132900,359.32,-1.27,-1.89,0.71,1.04,2.43,1.40,2.31,4.32,0.00,80.00,3.00
132929,359.29,-1.26,-1.89,0.73,1.02,2.39,1.44,2.29,4.28,0.00,80.00,3.00
132958,359.27,-1.26,-1.90,0.83,1.03,2.43,1.56,2.29,4.32,0.00,80.00,3.00
132990,359.25,-1.26,-1.90,0.73,1.03,2.38,1.48,2.29,4.28,0.00,80.00,3.00
133019,359.22,-1.27,-1.91,0.56,1.03,2.28,1.34,2.30,4.19,0.00,80.00,3.00
133049,359.28,-1.27,-1.90,0.74,0.91,2.34,1.46,2.18,4.25,0.00,80.00,3.00
133078,359.20,-1.28,-1.91,0.85,0.94,2.30,1.66,2.22,4.21,0.00,80.00,3.00
133107,359.17,-1.28,-1.89,0.84,0.98,2.30,1.67,2.25,4.20,0.00,80.00,3.00
133136,359.18,-1.28,-1.90,0.94,1.05,2.41,1.75,2.33,4.31,0.00,80.00,3.00
133165,359.16,-1.28,-1.90,0.96,1.07,2.35,1.81,2.36,4.24,0.00,80.00,3.00
133197,359.16,-1.29,-1.89,0.87,1.05,2.26,1.71,2.34,4.16,0.00,80.00,3.00
133227,359.18,-1.29,-1.90,0.73,1.06,2.21,1.56,2.35,4.11,0.00,80.00,3.00
133256,359.15,-1.29,-1.90,0.68,1.00,2.12,1.53,2.29,4.02,0.00,80.00,3.00
133285,359.13,-1.30,-1.90,0.60,0.94,2.13,1.47,2.24,4.03,0.00,80.00,3.00
133314,359.11,-1.29,-1.90,0.55,0.90,2.19,1.45,2.20,4.09,0.00,80.00,3.00
133343,359.07,-1.29,-1.90,0.55,0.89,2.24,1.48,2.18,4.14,0.00,80.00,3.00
133373,359.05,-1.30,-1.90,0.62,0.86,2.25,1.57,2.16,4.16,0.00,80.00,3.00
133405,359.02,-1.30,-1.91,0.65,0.86,2.32,1.63,2.16,4.23,0.00,80.00,3.00
133434,358.99,-1.30,-1.91,0.62,0.91,2.32,1.63,2.22,4.23,0.00,80.00,3.00
133473,358.97,-1.30,-1.90,0.59,0.92,2.37,1.62,2.21,4.27,0.00,80.00,3.00
133502,358.94,-1.31,-1.91,0.65,0.91,2.30,1.71,2.21,4.20,0.00,80.00,3.00
133532,358.91,-1.31,-1.91,0.60,0.88,2.27,1.69,2.19,4.18,0.00,80.00,3.00
133561,358.96,-1.31,-1.91,0.65,0.89,2.33,1.69,2.20,4.25,0.00,80.00,3.00
133590,358.93,-1.30,-1.91,0.62,0.89,2.34,1.69,2.20,4.25,0.00,80.00,3.00
133622,358.88,-1.31,-1.91,0.66,0.88,2.31,1.78,2.19,4.22,0.00,80.00,3.00
133651,358.90,-1.30,-1.91,0.65,0.88,2.28,1.75,2.19,4.20,0.00,80.00,3.00
133681,358.90,-1.31,-1.90,0.59,0.88,2.36,1.68,2.18,4.26,0.00,80.00,3.00
133710,358.95,-1.31,-1.90,0.64,0.88,2.39,1.68,2.19,4.28,0.00,80.00,3.00
133739,358.96,-1.32,-1.90,0.72,0.91,2.38,1.76,2.22,4.28,0.00,80.00,3.00
133768,358.94,-1.31,-1.90,0.67,0.90,2.40,1.73,2.21,4.30,0.00,80.00,3.00
133797,358.92,-1.31,-1.90,0.62,0.91,2.38,1.70,2.22,4.28,0.00,80.00,3.00
133830,358.90,-1.30,-1.89,0.62,0.94,2.33,1.72,2.24,4.23,0.00,80.00,3.00
133859,358.90,-1.31,-1.89,0.66,0.95,2.35,1.77,2.26,4.25,0.00,80.00,3.00
133888,358.86,-1.30,-1.90,0.67,0.98,2.34,1.81,2.28,4.24,0.00,80.00,3.00
133917,358.81,-1.31,-1.90,0.54,0.91,2.41,1.74,2.22,4.30,0.00,80.00,3.00
133946,358.83,-1.31,-1.90,0.62,0.95,2.39,1.79,2.26,4.29,0.00,80.00,3.00
133976,358.80,-1.32,-1.91,0.72,0.89,2.45,1.92,2.21,4.35,0.00,80.00,3.00
134005,358.77,-1.32,-1.90,0.69,0.90,2.44,1.92,2.22,4.35,0.00,80.00,3.00
134037,358.77,-1.32,-1.90,0.53,0.92,2.38,1.77,2.24,4.28,0.00,80.00,3.00
134066,358.81,-1.33,-1.90,0.63,0.91,2.38,1.82,2.24,4.29,0.00,80.00,3.00
134095,358.80,-1.34,-1.90,0.69,0.95,2.31,1.89,2.29,4.21,0.00,80.00,3.00
134125,358.79,-1.34,-1.90,0.63,0.95,2.24,1.84,2.29,4.14,0.00,80.00,3.00
134154,358.83,-1.34,-1.90,0.55,0.98,2.18,1.72,2.31,4.09,0.00,80.00,3.00
134183,358.79,-1.33,-1.91,0.59,1.02,2.23,1.80,2.35,4.14,0.00,80.00,3.00
134212,358.77,-1.33,-1.91,0.59,0.99,2.26,1.81,2.32,4.17,0.00,80.00,3.00
134254,358.79,-1.33,-1.91,0.55,0.98,2.21,1.77,2.30,4.11,0.00,80.00,3.00
134283,358.81,-1.32,-1.90,0.56,0.91,2.26,1.75,2.23,4.16,0.00,80.00,3.00
134321,358.89,-1.32,-1.90,0.54,0.93,2.28,1.65,2.25,4.18,0.00,80.00,3.00
134350,358.85,-1.33,-1.91,0.57,0.89,2.29,1.73,2.22,4.19,0.00,80.00,3.00
134379,358.79,-1.33,-1.91,0.57,0.86,2.22,1.77,2.19,4.13,0.00,80.00,3.00
134408,358.75,-1.33,-1.91,0.58,0.89,2.22,1.83,2.21,4.13,0.00,80.00,3.00
134438,358.75,-1.33,-1.91,0.59,0.90,2.29,1.84,2.23,4.20,0.00,80.00,3.00
134470,358.71,-1.33,-1.91,0.56,0.95,2.30,1.84,2.29,4.22,0.00,80.00,3.00
134499,358.70,-1.34,-1.91,0.65,0.95,2.39,1.95,2.28,4.30,0.00,80.00,3.00
134528,358.67,-1.33,-1.90,0.57,0.97,2.35,1.90,2.30,4.24,0.00,80.00,3.00
134557,358.60,-1.33,-1.89,0.60,0.98,2.35,2.00,2.31,4.24,0.00,80.00,3.00
134586,358.62,-1.33,-1.89,0.73,0.99,2.37,2.11,2.32,4.26,0.00,80.00,3.00
134615,358.67,-1.33,-1.91,0.82,0.98,2.35,2.15,2.31,4.26,0.00,80.00,3.00
134645,358.67,-1.32,-1.90,0.81,0.97,2.32,2.14,2.30,4.22,0.00,80.00,3.00
134677,358.70,-1.32,-1.90,0.94,0.95,2.38,2.24,2.27,4.28,0.00,80.00,3.00
134706,358.69,-1.32,-1.89,0.96,0.95,2.37,2.27,2.27,4.27,0.00,80.00,3.00
134735,358.70,-1.32,-1.89,0.86,0.95,2.32,2.16,2.27,4.22,0.00,80.00,3.00
134765,358.73,-1.31,-1.90,0.72,0.94,2.31,1.99,2.25,4.21,0.00,80.00,3.00
134794,358.78,-1.31,-1.89,0.67,0.93,2.28,1.89,2.24,4.18,0.00,80.00,3.00
134823,358.76,-1.31,-1.90,0.64,0.87,2.34,1.89,2.17,4.24,0.00,80.00,3.00
134852,358.72,-1.31,-1.90,0.63,0.88,2.32,1.91,2.19,4.22,0.00,80.00,3.00
134884,358.71,-1.31,-1.90,0.57,0.90,2.42,1.87,2.21,4.32,0.00,80.00,3.00
134913,358.74,-1.31,-1.90,0.54,0.87,2.49,1.80,2.18,4.39,0.00,80.00,3.00
134942,358.78,-1.31,-1.89,0.54,0.85,2.52,1.76,2.17,4.41,0.00,80.00,3.00
134972,358.78,-1.31,-1.90,0.57,0.93,2.50,1.79,2.24,4.40,0.00,80.00,3.00
135011,358.79,-1.31,-1.89,0.53,0.98,2.42,1.75,2.29,4.31,0.00,80.00,3.00
135040,358.78,-1.31,-1.89,0.47,1.03,2.41,1.69,2.34,4.30,0.00,80.00,3.00
135069,358.75,-1.31,-1.89,0.53,1.10,2.32,1.78,2.41,4.22,0.00,80.00,3.00
135101,358.72,-1.32,-1.90,0.55,1.10,2.33,1.83,2.42,4.22,0.00,80.00,3.00
135130,358.76,-1.32,-1.90,0.54,1.13,2.34,1.78,2.46,4.25,0.00,80.00,3.00
135159,358.77,-1.32,-1.90,0.63,1.09,2.34,1.85,2.41,4.25,0.00,80.00,3.00
135188,358.80,-1.31,-1.91,0.69,1.07,2.42,1.90,2.38,4.32,0.00,80.00,3.00
135217,358.76,-1.31,-1.91,0.82,1.02,2.35,2.07,2.33,4.25,0.00,80.00,3.00
135247,358.72,-1.31,-1.91,0.89,1.01,2.34,2.17,2.32,4.25,0.00,80.00,3.00
135276,358.69,-1.31,-1.90,0.89,1.01,2.29,2.20,2.32,4.19,0.00,80.00,3.00
135308,358.68,-1.32,-1.90,0.82,0.97,2.25,2.14,2.28,4.15,0.00,80.00,3.00
135337,358.66,-1.31,-1.90,0.76,0.97,2.16,2.10,2.29,4.06,0.00,80.00,3.00
135366,358.65,-1.31,-1.90,0.69,0.96,2.22,2.04,2.28,4.12,0.00,80.00,3.00
135395,358.65,-1.31,-1.89,0.72,0.95,2.20,2.08,2.26,4.09,0.00,80.00,3.00
135424,358.71,-1.30,-1.89,0.80,0.96,2.22,2.09,2.27,4.11,0.00,80.00,3.00
135454,358.66,-1.30,-1.89,0.78,0.93,2.22,2.12,2.24,4.10,0.00,80.00,3.00
135483,358.70,-1.30,-1.88,0.81,0.98,2.31,2.12,2.27,4.18,0.00,80.00,3.00
135515,358.69,-1.30,-1.88,0.78,0.94,2.31,2.09,2.24,4.19,0.00,80.00,3.00
135544,358.71,-1.29,-1.88,0.73,0.93,2.32,2.02,2.22,4.20,0.00,80.00,3.00
135573,358.64,-1.28,-1.90,0.70,0.89,2.37,2.05,2.17,4.27,0.00,80.00,3.00
135602,358.63,-1.28,-1.90,0.72,0.86,2.35,2.09,2.14,4.25,0.00,80.00,3.00
135631,358.61,-1.28,-1.90,0.71,0.88,2.38,2.09,2.16,4.28,0.00,80.00,3.00
135660,358.55,-1.28,-1.89,0.69,0.83,2.29,2.15,2.11,4.18,0.00,80.00,3.00
135689,358.60,-1.29,-1.88,0.73,0.85,2.32,2.12,2.14,4.20,0.00,80.00,3.00
135721,358.62,-1.28,-1.88,0.72,0.87,2.34,2.10,2.15,4.23,0.00,80.00,3.00
135761,358.66,-1.28,-1.89,0.72,0.92,2.31,2.07,2.20,4.20,0.00,80.00,3.00
135790,358.62,-1.28,-1.89,0.69,0.93,2.42,2.07,2.21,4.31,0.00,80.00,3.00
135819,358.54,-1.28,-1.88,0.71,0.97,2.38,2.17,2.25,4.26,0.00,80.00,3.00
135848,358.57,-1.29,-1.88,0.73,1.01,2.39,2.16,2.30,4.26,0.00,80.00,3.00
135877,358.63,-1.29,-1.88,0.73,1.05,2.37,2.10,2.33,4.25,0.00,80.00,3.00
135906,358.66,-1.29,-1.87,0.71,1.07,2.39,2.05,2.36,4.26,0.00,80.00,3.00
135947,358.63,-1.29,-1.87,0.76,1.01,2.38,2.13,2.30,4.24,0.00,80.00,3.00
135976,358.70,-1.28,-1.87,0.75,1.02,2.33,2.05,2.30,4.20,0.00,80.00,3.00
136005,358.71,-1.28,-1.87,0.75,1.01,2.36,2.04,2.29,4.23,0.00,80.00,3.00
136034,358.74,-1.28,-1.88,0.72,1.01,2.43,1.98,2.29,4.31,0.00,80.00,3.00
136063,358.79,-1.28,-1.88,0.80,0.97,2.34,2.01,2.24,4.22,0.00,80.00,3.00
136092,358.81,-1.27,-1.88,0.76,0.96,2.36,1.95,2.23,4.24,0.00,80.00,3.00
136121,358.86,-1.27,-1.88,0.70,0.99,2.39,1.84,2.26,4.27,0.00,80.00,3.00
136153,358.83,-1.27,-1.88,0.70,0.96,2.43,1.87,2.23,4.31,0.00,80.00,3.00
136182,358.83,-1.27,-1.88,0.67,0.98,2.38,1.84,2.24,4.26,0.00,80.00,3.00
136211,358.88,-1.27,-1.89,0.59,0.90,2.42,1.71,2.16,4.30,0.00,80.00,3.00
136241,358.88,-1.27,-1.88,0.57,0.94,2.46,1.69,2.20,4.34,0.00,80.00,3.00
136270,358.89,-1.26,-1.87,0.59,0.94,2.43,1.70,2.20,4.30,0.00,80.00,3.00
